Id_pelicula,Puntuacion_imdb,Puntuacion_rotten,Directores,Guionistas,Argumento,Duracion,Nombre_pelicula
tt14657218,,,Tye Mason,Tye Mason,"Detective Jinks (Sam Jones) and his rookie Detectives Davenport and Williams (Russell, Wilkinson) ban together to solve the missing person's case of the son of Rose Landry (Czi Wilson).",,Till Death Do Us Part
tt5812554,,95,Diego Camilo Figueroa,Diego Camilo Figueroa,,,Eustacia
tt13057332,,,Robert L. Douglass,Meeshaunda Roddy,A college student finally gets a date with the girl of his dreams but it all goes incredibly wrong when his roommate shows up looking for money and has three gangsters chasing him.,,It's a Date!
tt8268686,,,Nina Kojima,Nina Kojima,A therapist endures a hard day at work with strange patients.,,Libido
tt2181166,5.1,,Brendan Nagle,Brendan Nagle,"Jim is a burnt out ex-spy, down on his luck at the end of an illustrious career. After he goes rogue and screws up yet again, his former Agency must bail him out, vowing that this favor will be his last. But in a refusal to accept old age and a forced retirement, Jim takes on a hot young protege to help him crack one last case: an international drug-smuggling ring... ... Leer todo",,The Essentials
tt14315338,,,Camille Hugh,Camille Hugh,"In a world where black writers' rooms are the norm, a new face and dissenting voice causes a bit of a stir behind the scenes of the hit television show, Jackson Ryan.",,Black Writers' Room
tt28845587,,97,Kimberly Miller-Pryce,Kimberly Miller-Pryce,"Milo tries to find her breath and calm through mindfulness yoga. But instead of calm, deep breathing triggers her to confront what happened that night with Ira. Vivid memories filled with anxiety, arguments and external forces all lead to that moment - when Ira confesses his love, and Milo's life is changed forever.",,Breathe: The Body Remembers
tt1848875,,,,,,,Eric
tt4125832,,,Sam Patton,Wyatt Cain,The Terms of Service' is a noir about a guy trying to find out who's been stealing his Netflix,,The Terms of Service
tt6078490,8.9,92,Elkjana Gjipali,Fabio Bego,,,Pune Femijesh
tt6539806,,100,Chuck Mittan,Chuck Mittan,,,Eskimo Kisses
tt2261331,6.4,81,Kevin Macdonald,Dennis Kelly,Un capitán de un submarino acepta un trabajo con un oscuro para buscar en las profundidades del Mar Negro un submarino que se rumorea que está cargado de oro.,114.0,Black Sea
tt2827506,6.3,95,Macarena Astorga,Macarena Astorga,"Pablo is going to an important business meeting. Absent-minded and talking on the phone, he realises that he has lost his way. The car engine stops. From there on, nothing will be the same for him.",,Tránsito
tt27819782,6.6,100,Rosine Mfetgo Mbakam,Rosine Mfetgo Mbakam,Portrait of fortitude and care centred on a valiant seamstress single mother in Douala.,,Mambar Pierrette
tt6315296,,,Robert Hawkins,Robert Hawkins,"In this surreal, conceptual art film, a gathered group of individuals wonder about whether or not Bob is really even among them. What is reality and what is illusion? Are our own ideas as real as we are and which comes first?",,Tomorrow
tt9418990,,92,Carlos Norton,Carlos Norton,,,Actores!
tt2286670,,,Michael Long,Michael Long,"Amber is a typical lonely teenager looking for someone to love her. She meets a cute emo boy named Owen online and instantly falls in love. Her best friend tries to warn her, but she insists on meeting Owen in real life.",,In Real Life
tt10115044,,76,Byron Hatfield,Byron Hatfield,,,Blackout Bourbon
tt5578668,,,Leopold Dewolf,Leopold Dewolf,"When his girlfriend calls him a coward after ignoring his best friend's troubles, Clay, a young teenager, tries to prove her wrong.",,The Coward
tt12792902,,,Jonathan Hammond,Jonathan Hammond,,,The Coastworth-Higgins of San Junipero
tt28443445,,78,Taylor Jarvis,Hunter Frederick,,,Crush
tt4188636,,,Mtume Gant,Mtume Gant,A musician reaches the end of his rope in the changing landscape of New York City and decides to end his career and pursue a regular life.,,Spit
tt2210657,6.3,,Deepak Rauniyar,Abinash Bikram Shah,"A passenger filled highway coach traveling from Eastern Nepal to Kathmandu hits one delay after another, the first of those delays due to a bandh. After a lengthy stop, they are able to bypass the bandh as they masquerade as a wedding party, as bandhs unofficially allow wedding vehicles through their protests. The passengers are able fortuitously to come up with this ... Leer todo",80.0,Highway
tt20765996,,,Josette Bushell-Mingo,Ben Okri,"Azaro is a spirit child, torn between the earth and the spirit world. As he struggles with his parents in the ghetto where he lives, he is constantly subjected to insidious attacks by the spirits who want him to return to their world. Why should he stay with the people with all the suffering?",,Den omättliga vägen
tt3350604,,,Andrew Seaton,Alexander Ritchard,"Manos Arriba is a short comedy about Brett, who grudgingly agrees to attend Ruaraids fancy dress party. The party is like any other, dancing, a quickly evaporating bar tab, bad music and a grown man dressed as a baby. The party is in full swing when Brett visits the bathroom, but the vibe is completely different when he returns. Shock and fear are painted on the party... Leer todo",,Manos Arriba
tt11144414,,,Ben Pearce,Ben Pearce,A father and son attempt to reconcile the last six months during a brief meeting at Waterloo station.,,Waterloo
tt5954042,5.7,,Riccardo Ferrero,Riccardo Ferrero,"Michele Falco was a champion of Mixed Martial Arts. He's now determined to not submit anymore and rebel against the rules of clandestine bets mastered by Nico Malatesta, nephew of the boss Rocco Malatesta.",,MMA Love Never Dies
tt5076222,6.2,,Lori Felker,Lori Felker,A short film about losing things in the edits of life.,,Discontinuity
tt11322822,,,,,,,Xiao Shan He
tt4780542,6.8,,Kishan Shrikanth,Shrikanth H.R.,,,Kill Them Young
tt6499628,5.4,,Renné França,Renné França,"In a future not so distant, humanity has almost been extinguished by vampires. The dark of night is deadly and, while trying to survive it, a man finds a chance to redeem himself.",,Terra e Luz
tt2757280,,,,,,,Different World
tt2759298,,96,,,,,Pithy Statements 4 (Fiery Trials)
tt1984143,,15,Thomas Haaf,Thomas Haaf,"The encounter with Anna, who is openly stealing a collection of poems by Bertolt Brecht in the bookshop where he works, hits Paul like a flash of lightning. After a delay he runs after her, only to lose sight of her in the underground station. But a few days later he meets her again by accident, and she is starting to stage a play of commitment and withdrawal in which... Leer todo",,Der dunkle Spiegel
tt11409824,,,Miguel Ángel Muñiz,Miguel Ángel Muñiz,,,Payasita III
tt1735290,8.5,,Steven M. Hirohama,Steven M. Hirohama,"Music video for Laura Phillips' song ""I Spy"" a story of a girl who is neglected by her boyfriend and who spies on someone who she fantasizes as to be the perfect boyfriend.",,Alone
tt4081818,4.5,,Ismail Farouk,Mohamed Samir Mabrok,"An MC for raucous working-class wedding parties, Saad introduces local stars and entertainment numbers in a loud and flashy style that earns him a living and self-respect. When he follows an opportunity to change his life in a direction he thinks is better, Saad is forced to confront personal and professional situations that make him re-think the meaning of success.",,Alnabatshy
tt2966796,5.4,93,Louis Russell,Simon Settergren Hernandez,"In the middle of the night Erik's phone rings. It is his childhood friend, Elias, and all that separates him from death is a jump.",,Ett Hopp
tt8731842,5.5,,Jathin Sanker Raj,Bharani Gopinath,The hilarious pandemonium happening in a day when a struggling writer tries to get his wife what she wants.,,Odu Raja Odu
tt15464472,,,Ryan Rachall,Ryan Rachall,"Ryder, pursuing his passion in Los Angeles, tries to maintain control over the turbulent emotions of being a young struggling artist. He falls in love with Amber, another musician. But nothing lasts forever unless you fight for it.",,Ryder
tt6872516,5.7,,G. Nageswara Reddy,Sreedhar Seepana,"An NRI returns home to help his family in their hour of need. He falls in love with a beautiful young woman, who happens to be the daughter of his uncle's sworn enemy. Will he succeed in reuniting the feuding families?",,Aatadukundam Raa
tt4313614,6.2,89,Michel Leclerc,Michel Leclerc,"François Sim considers himself worthless and he may have good reasons for that. Hasn't he lost his job as well as his wife Caroline? Isn't he unable to relate to Lucy, his teenage daughter? Didn't he, when he was eighteen miss out on passion whereas the sexy, gorgeous Luigia opened her arms to him? Hasn't he - he who keeps craving communication - invariably proved a d... Leer todo",,La vie très privée de Monsieur Sim
tt1597744,,,Brandon Dexter,K.M. Breay,Banana is an alcoholic. Tomato is unfaithful. Principal spills the beans.,,The Tomato
tt5834570,,,T.C. De Witt,T.C. De Witt,"A young woman rushes to her love, but the two woman are having a difficult time coming together as an inspired producer injects his ideas into their story.",,Screen: Righter
tt5680744,5.6,,Ariel Winograd,Julian Loyola,"A man and woman who have been together for 8 years choose their ""allowed"" celebrity hook-ups, not realizing how soon they would actually be meeting them in real life, and their couplehood is shaken up.",106.0,Permitidos
tt5699506,,,,,,,Sacred Beauty
tt20413024,,,,,,,Knocking
tt3822340,,,Javier de Haro,Javier de Haro,"After Jimmy gets made fun of for being the eldest to graduate from his class, he begins his 'mid young crisis' and decides to find different ways of making up for lost times.",,Aging Youth
tt3676798,,0,,,,,Two Lines of Vagary
tt13273700,,,Kris Van de Sande,Kris Van de Sande,"A man's never-ending fight against nature takes a dramatic, but fun, turn when he discovers a new invention. An absurdist look at technology and taking joy in the little things.",,Leaf
tt13546416,,42,Mark Renyard Waylett,Mark Renyard Waylett,,,Total Cult
tt31157141,,80,Christian Thomas Roaas,Christian Thomas Roaas,"An unhappy young man becomes confused about reality, guilt, his own identity and love life after he gets to know his next-door neighbor, a seductive femme fatale.",,Dan Lehwer eller 'Men frels oss fra det onde'
tt26774311,,78,Masoud Motlagh,Farhad Bamdad,"Younes is listening to his childhood voice on the road with his old walkman... A mother and a little boy walking there ... He arrives In front of a boutique hotel and sits at a certain point. In the hotel at night, Younes records his inevitable decision on Departing . there is a photograph of Younes, right like where he sat at the beginning of his arrival at the hotel... Leer todo",,Departing
tt13038020,,99,Bridget Pervalle,Bridget Pervalle,Beau and his son Aaron are dealing with grief from the loss of their wife/mother who died from COVID-19. Aaron keeps his days busy with reading books and avoiding his Uncle Danny who drinks too much in coping with his own grief. A little humor is added to this teardrop short film for us all living in this pandemic environment.,,I Can Still Smell Her
tt6044622,,,,,,,Tarantino Spoof Compilation
tt2966028,,,,,,,Wonder Landes
tt6243826,6.6,100,Beatrice Segolini,,Una joven directora regresa al hogar familiar para hablar de un pasado que todos niegan.,,The Good Intentions
tt5261826,,,,,,,On Deaf Ears
tt3037312,,,,,,,Samoan Tales: Farm Boys
tt9614314,8.1,,Dan Allen,Dan Allen,"A deadbeat alcoholic witnesses his brother's death; a man who had his whole life figured out. In a grieving mess, he seeks vengeance on the one who took it all away.",,Brothers
tt1815781,8.0,,Thorsten Wenning,Katharina Kress,With a bunch of stolen money family father Kracht tries to escape with his two sons for a better live to the far south. On their way a gangster couple finds out about the money. Out of a sudden the tide turns.,,Kracht
tt10327558,,,,,,,The Gamble
tt32314599,,,Felix van Kann,Felix van Kann,A woman tries to escape from a murderous monster in her house - but it's not as hard as she might think.,,How to Get Away from Murder
tt8376658,,100,Michael J Roberts,Robert J. Lee,"A man with an almost supernatural sense of smell, uses his abilities to solve a crime.",,Smell
tt9288648,,,,,,,Free Day
tt7490282,6.4,59,Victor Cabaco,Hector Amado,Basada en eventos reales que acontecieron en Vitoria tras la muerte de Franco.,92.0,"Vitoria, 3 de marzo"
tt3120552,,,,,,,Journey
tt15731426,,85,Katrina Villarreal,Katrina Villarreal,,,Reborn
tt2328587,7.3,,,,,,First Date: The Beginning
tt26898896,,85,Dinu Tãnase,Ioana Barbu,,,Domnisoara Bovary
tt3304360,,,,,,,Alex & Marissa: Chapitre Final
tt16400268,6.0,,,,,,Beast
tt8009522,5.8,,Marco Tullio Giordana,Marco Tullio Giordana,Una madre soltera se enfrenta a una cultura de acoso sexual en su nuevo lugar de trabajo.,,Nome di donna
tt7611380,,,Haven Nutt,Jason Allen,Cecil Tanner sets out on a journey....a journey to find the infamous street dykes of Louisiana. He's just a guy lookin' for some dykes.,,Street Dykes
tt2569524,,80,Ben Fiore,Ben Fiore,An innocent man is accused of murder and a corrupt detective is hell-bent on framing him.,,The Interrogation
tt14728292,5.6,85,Ernest Prakasa,Ernest Prakasa,"A businessman while celebrating his wedding anniversary, was surprised by the appearance of a woman who claimed to be his biological child, Tika. Division in the family was inevitable and behind that, is a secret about Tika's identity.",83.0,Teka Teki Tika
tt17534160,,71,Alessio Avino,Alessio Avino,Festus and Seydou are two African men living in Italy. They are trying to get a stable job and realise their dreams.,,Un passo alla volta
tt2877430,,,Avery Lanman,Avery Lanman,,,Chauffeur
tt15772000,,,Nakia T Hamilton,Christopher Parker,"When Remy Butler's grandmother passes away suddenly, she's faced with the reality she really doesn't know much about her family. Desperate to know more, she sets out on a journey that could change her life forever. Be careful what you ask for!?",,DNA Be Careful What You Ask for
tt3949678,,,D.J. Clement,Catherine Anderson,"A short film showing the rise and fall of a relationship, and the real life implications of domestic violence.",,Domestic
tt5099068,,89,,,,,Belching 37
tt3482572,4.0,,Manuel Bartual,Manuel Bartual,,,Desafío final 5
tt3072228,,21,,,,,Coffee and ECigarettes
tt2458278,,,,,,,Ciudad
tt6640920,,,,,,,Depersonalization
tt3860094,,,,,,,The Last Attempt
tt27505572,,92,Kirk Caouette,Kirk Caouette,"When the lives of a troubled prostitute and an unhinged stranger intertwine, lost in lust, they embark on a violent vigilante's path filled with promises and lies.",,Promiseland
tt29475421,,85,Banderas Kouam,Banderas Kouam,,,Nouveau stock
tt3529986,8.4,,Thomas Southerland,Thomas Southerland,"After winning second place in a play writing contest, Bulgarian Krasimira Stanimirova travels to the rolling hills of Kentucky for the premiere of her dark, Communist-era autobiographical play 'Black Coat.'",,Proud Citizen
tt16968496,6.2,85,Andrei Shavkero,Said Davdiev,"In the nursing home ""Bumps"" every day is similar to the previous one. Old people burn napkins in the dining room, and the benefactor presents coffins instead of medicines. Everything changes when a friend, nicknamed the Joker, comes to one of the guests. He decides to prove to everyone that it's too early to die and they have to come back to their old ways. Together w... Leer todo",,Starye Shishki
tt2870578,7.6,83,Florian Schott,Florian Schott,"Two thugs, a man with a gun, a furious girlfriend, an angry taxi driver, the police. And one unlucky guy in the middle.",,Everything Happens for a Reason
tt23471704,,,,,,,Le français sans peine
tt12787014,3.5,,Yang Song,Wenteng Dong,"Story of Zheng Qian who developed a ""financial artifact"" app. Unexpectedly, he was watched by a evil man of his hometown. Zheng met a meteorite and got superpower. Now Zheng need to use his superpower vs cash ability.",,Advancing of ZQ
tt13678408,,,Jesse Hutchins,Wes Fisher,"A small, single-screen theater is saved from permanent closure when a stranger in town for business presents an unexpected solution.",,Luminous Dreams
tt1843110,6.0,,Rebecca Perry Cutter,Rebecca Perry Cutter,A young girl and the babysitter she's idolized for years become immersed in a manipulative and deadly friendship.,,Besties
tt13556256,,,Jeff Paquet,Jeff Paquet,An online predator family abducts a troubled teen in her unstable environment.,,Hurtcore
tt7746138,,50,Romel Rose,Patriana Jones,"A 3 part series centered around the topics of millennial dating, sexual assault and consent.",,Consent
tt31862997,,,,,,,À l'ancienne
tt3343208,6.1,,Miikka Leskinen,Miikka Leskinen,A summer solstice coloured by crime and superstition. Aino has her eye on Perttu but over the course of the nightless night his true nature dispels her illusions.,,Juhannusyö
tt18291218,,85,Sonya Chwyl,Sonya Chwyl,A young man rents out a boat to a series of eccentric strangers.,,Carissima (Dearest)
tt27164810,,78,Maya Jain,Maya Jain,"A young, aspiring ballerina must face a devastating truth that threatens to destroy her.",,Amour
tt18266556,,94,Lukás Roubícek,Patrik Humený,,,Polibek Reality
tt7488946,,,J.W. Hendricks,J.W. Hendricks,Paul and Penelope try to keep up their relationship despite one caveat: they're allergic to each other.,,The Peculiar Predicament of Paul and Penelope
tt26626399,,92,Vijay Karthik,Aswathi Balan,,,Punarvasu Nakshatra Mithuna Raashi
tt30393991,,,Dre Foreman,Trevi Pershay,"""The Curse Within"" is a dark and thrilling psychological drama that delves into the twisted world of RaKing, a narcissistic lawyer with a criminal past that refuses to stay buried. RaKing has successfully built a prestigious legal career, adorned with wealth, power, and an unshakable reputation. However, the facade of success hides a sinister secret from his youth-a c... Leer todo",74.0,The Curse Within
tt1842374,,,,,,,Half Garage
tt5802904,,,Yuriy Zhirov,Dima Novikov,One Thousand and One Light hit the head of the poor wayfarer. All his hopes are vanished with the rays of sinking sun and the last reflection of a mirage made him see the thing that would change his destiny forever.,,A wish
tt6170460,,,,,,,Changement
tt23711426,,,Elvis DeRad,Antho -Unikement-,,,Jade & Anthony
tt2006884,,71,,,,,The Room
tt2302983,8.5,,,,,,Wolf
tt1978417,,,,,,,Chugger
tt3072226,,,Trinh Dinh Le Minh,Trinh Dinh Le Minh,A young passionate photographer takes photos of several people to discover the beauty of art. He finds more than that.,,Self-portrait
tt17076826,,,Andrew Kullas,Marion McDowell,,,The Summoning
tt6428672,,,,,,,Good News
tt22457002,,,Simon Peacemaker,Agbecha Zachary,,,Memoir
tt6819596,7.5,73,Mikko Lintunen,Mikko Lintunen,"During the time of dark Middle Ages, a young girl is being accused of being witch.",,Viimeinen Suudelma
tt2262321,,,,,,,The Windiest Night of Vic Reeves' Life
tt28000235,5.8,,Jeremy Warner,Jason Gray,"After the death of their boss, Beatrix, Cain and Harold are left destitute living in an abandoned grocery store. Beatrix is determined that they will fight on their own and take over the world by any means necessary.",102.0,Villains Incorporated
tt6285838,,,Dean Parker,Dean Parker,A high school senior girl finds that there's more value to her than meets the eye after being photographed by one of her classmates.,,Images
tt9741174,,,Nathan Anthony,Nathan Anthony,Two soldiers are separated from their platoon after an ambush from an unknown assailant who continues to hunt them.,,The Mercenary
tt10413374,4.1,92,Andrew Merrill,Andrew Merrill,"A grad student breaks up with her boyfriend to focus on her thesis, not realizing something has infected him and that he's going to wreak havoc on her life.",92.0,Rot
tt5346068,,5,Natalie Rodriguez,Natalie Rodriguez,"A twenty-something-year-old cannot enjoy a kickback that his friends force him to have because his ex-girlfriend starts blasting ""revenge"" posts on social media.",,The D
tt2104053,6.4,67,Sebastián Caulier,Sebastián Caulier,"Two girls fall in love with their new Biology teacher. As their obsession grows to insane levels, the young man shows interest in a female colleague, so the girls plot to separate the couple.",,La inocencia de la araña
tt4657604,,,,,,,Pick Ups
tt2208734,,,Philippe McKie,Philippe McKie,"In the near future, technology has enabled a new breed of artists, called SHAPER, to externalize their thoughts into new creative and performance mediums. ARIA is one such celebrity, weaving soundscapes for an audience directly from her mind.",,Aria
tt2300552,3.5,,George C. Romero,James Cullen Bressack,On the brink of reaching the pinnacle of his film career for his latest theatrical masterpiece; Director Charlie Buckwald suddenly disappears. Taking all of the footage and leaving virtually no trace of his existence. Soon to follow are the sudden deaths of his film crew and pieces of evidence that all point to one incident on set. Intrigued by the strange coincidence... Leer todo,75.0,Auteur
tt27468500,,,Pushkar Pyne,Pushkar Pyne,"For some family, for some love, for some education, for some friends, and for some filmmaking is the priority. Hello Reincarnate is the first part of a meta-cinematic trilogy aims at focusing on HUMAN LIFE on a metaphorical sense.",,Hello Reincarnate
tt13680324,,,George Sermon,Mathilda Gvarliani,"Mary's life forever changes after she is diagnosed with deadly disease. A young girl who now lives with her father long ago lost a loving mother, from that day on their life turned to total misery, until the day they found the will and courage to carry on.",,Memento Mori
tt30894108,8.0,20,Ivan Usovich,Ivan Usovich,,,Vanya Usovich: 40 years maximum
tt32221966,,,,,,,Detective Dads
tt20871498,,,Aayush Bajpai,Manish Kumar,,,Roopa
tt3772962,,,,,,,Amaanat
tt29533452,,78,Pim Diepersloot,Pim Diepersloot,A reclusive scientist is pushed to his limits when he receives a mysterious package.,,Retour Afzender
tt2339749,7.2,,Tobias Gundorff Boesen,Tobias Gundorff Boesen,,,Touch of Magic
tt28656208,,,Avigail Graetz,Avigail Graetz,"Achinoam, 29, arrives at a meditation center with lots of self-hatred and doubt, feeling too tall for this life. Through an encounter with a woman who is suffering from cancer , she allows herself to grow and stand tall in her own life.",,Just This
tt7080242,,,Ban Lyngba,Rudolf Mawlong,,,Bakla
tt2573118,,68,,,,,Oy the Night Before Xmas
tt7438058,,,Achyut Prashast Singh,Achyut Prashast Singh,A disgraced young man on exile since years quietly begins his game of vengeance against the perpetrator who got him framed.,,Kattarpanthy
tt6325144,,,,,,,Sure-Fire
tt2994962,6.9,,Nao Kubota,Kenji Aoki,"Jiro Sawada is a sophomore in high school when a false accusation drives him out his hometown: a small village in Fukushima Prefecture. The entire village is abandoned after the 2011 Tohoku earthquake and tsunami, but Jiro returns there to live. Before long, members of his family come and join him.",,Ieji
tt1707240,6.2,,Krystof Zlatnik,Benjamin Karalic,Teenage girl Lys is discovered inside the reactor of the newly build TERRA Power Plant and finds she is developing special powers that connect her to the energy of all living things.,,Lys
tt3145892,,,,,,,Variations of Jade
tt6461122,,,,,,,Peppermint
tt8764306,,,Matt James,Matt James,Charlie a retired policeman begins to suffer from PTSD and his life falls apart.,,Urgent Assistance Required
tt4892736,,,,,,,Mere Mortals
tt30830089,,90,Benoit Planque,Benoit Planque,,,Solo
tt16729486,,,Kensteve Anuka,Obadoni Bridaniels,,,Blood Affair
tt13479278,,,,,,,Devaleelai
tt5574446,,,Jordi O. Romero,Ramón Camuñas,,,Globus Man
tt1985957,4.8,,Josh Peterson,Josh Peterson,A middle-aged California couple struggle to confront a tragedy that threatens to destroy their marriage.,,Blood Makes the Green Grass Grow
tt3433942,,,Jesse Randall,J.R Reid,"After a devastating break up, an emotionally unstable young man recruits a desperate escort to create a fake relationship with his ex boyfriend in hopes of gaining insight into where they went wrong.",,Summer is But A Season Passed
tt31947103,,,Ashlyn Boots,Ashlyn Boots,,,1988
tt7907216,,76,Antonio Giacomo Lampasi,Antonio Giacomo Lampasi,,,Magari fossi nato nel '40
tt1705765,5.2,,Dean Loxton,Dean Hesom,"Jack is a web drama, served in bitesize thrills, that are layered with twists. Jack has bad luck but it transpires that it is something bigger, something we knew was a possibility but never thought would happen..and is happening now.",,Jack Malchance
tt32201167,,,David Laurent,David Laurent,,,Sauvons la planète... Ou pas
tt14549704,,,Delaney Bishop,Delaney Bishop,,,The Metermaid
tt3282386,,,,,,,Realms
tt4966308,,,,,,,Girl with a Red Sky
tt11958700,,,,,,,Epistolar
tt12498114,5.8,,Trinh Dinh Le Minh,Phuong Anh Dao,Invisible Evidence follows a blind girl on her journey to solve a case in which she happens to be a witness,,Bang Chung Vo Hinh
tt2089723,6.6,,Klemen Dvornik,Jasa Sketelj,Bread and Circuses is a comedy with a sent of nostalgia about socialistic Yugoslavia's last breaths looking forward into brighter future days than they appear to be at the moment.,,Kruha in iger
tt6189958,,,,,,,Bookie
tt6876670,,,,,,,The Miracle
tt4933826,,23,Brian LeBlanc,Brian LeBlanc,,,Manny Quinn
tt11348230,,,Ben-Richard Buhain,Jamal Gary,,,Baggage
tt12078796,,92,,,,,Prabudimai
tt5324734,,,Isra Calzado López,Isra Calzado López,* Do you want to go to a concert? I don't think so. - Why? - Because you're only sixteen.,,Díselo tú
tt2106411,6.6,30,Beto Brant,Marçal Aquino,"The photographer Cauby moves and settles down in a small town in the countryside of Pará. When he meets the model Lavínia, who is the wife of Pastor Ernani, they have a torrid love affair. Cauby asks Lavínia to leave her husband and the town with him but she refuses. Cauby does not know about the dishonored past of his muse and her gratitude to Ernani, who saved her f... Leer todo",,Eu Receberia as Piores Notícias dos seus Lindos Lábios
tt14437762,,,Cody Corelli,Anjali Chanda,"Destined to do great things at UNC, Carter Reynolds suffers a career-ending injury before his freshman year. But through an unlikely friend, Carter learns there's more to life than college and being pushed to the limits.",,All Things Full of Weariness
tt14425968,3.7,,Ram Reddy Pannala,Shreemani,"The world of ""online film piracy"" and the protagonist cracks down on it forms the crux that dwells into the story.",,Nede Vidudala
tt7512566,6.5,,Fereydoun Najafi,Reza Mouri,"A mountain goat that has taken shelter in a small village is to be sacrificed for the occasion of a traditional ceremony. However, a small boy named Jolie decides to save his new pet goat using prize money from winning his ski race in the afternoon.",,Ski-baz
tt17005404,4.9,,Ke Gao,Ke Gao,"After finding himself looking exactly the same as the crown prince, a constable decides to change his identity.",,Li Mao ban tai zi
tt11817794,,,Tayton Thomas,Darren Neff,"A man's life goes on a downward spiral, leaving him with many questions and searching for answers.",,Steve
tt31066156,,78,,,,,P'Kondem
tt5672048,6.8,,Takehiko Shinjô,Naoshi Arakawa,A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,122.0,Shigatsu wa kimi no uso
tt6541556,,,,,,,Euna
tt3563766,,,Tushar Tyagi,Tushar Tyagi,"A woman's dying relationship sends her on a journey to find the meaning of love. But sometimes, it takes losing something to appreciate it later.",,Behind a Woman's Eyes
tt5140766,,93,,,,,The Feeling of Falling
tt8263524,,,Shelly Anthis,Shelly Anthis,,,Somewhere in September
tt4327610,,,David Ghilardi,David Ghilardi,,,Birds in the Valley
tt16059110,,,Steve Turner,Steve Turner,"Angry black man explains his grief of the corruption in America, as everything is crumbling in on his people.",,Do Black Lives even Matter?
tt14984860,,86,Aaron Falvey,Aaron Falvey,"An ageing boxer who refuses to quit has an honest conversation with his coach and trainer, but can they talk him round before his impending fight?",,Rock Bottom
tt5260492,,47,,,,,Spring Fever
tt26756513,,78,Bartosz Latkowski,Tomasz Szczesny,,,Najwyzsza klasa scieralnosci
tt7294536,,,Clark Nikolai,Miles Ellis,,,Troublemaker on the Frequency
tt9014850,6.0,100,Roman Perez Jr.,Roman Perez Jr.,"Teacher Sol is dead and cannot be buried because there are no funds. How will the community come forward to put her to rest, this strict and no-nonsense teacher of grade-school students and farmers who need to be taught scientific farming methods?",,Sol Searching
tt5203762,,86,,,,,Traumtänzer
tt10230410,8.8,,Rhys Marc Jones,Rhys Marc Jones,Seventeen year old Irish immigrant Kat struggles to adjust to her new life in the UK.,,Pale Saint
tt1857658,,,,,,,"Cry for Me, Sugar"
tt13700494,,67,Laura Walter,Laura Walter,A short film about the isolation and solitude many have experienced during the COVID pandemic.,,The Year 2020
tt8754966,,,Allison Albano Knight,Allison Albano Knight,This movie is about friendship and helping people out. But it is about can go wrong. This is the story of Allison and Evan. Evan is not doing very well in life and is asking Allison for help. The short movie is about them going for lunch and what happens.,,Let's Do Lunch
tt3713234,,,,,,,Let Me
tt4945960,,,Harrison Allen,Harrison Allen,A cashier argues with his alter ego in the middle of a robbery.,,Meant for More
tt8999856,,,,,,,Locked
tt2025586,7.0,,John Mossman,Tim Miller,A man is lured by a cryptic phone call to a remote river and gets caught in a violent clan war.,,Into the Wake
tt3475778,,95,,,,,Rampton
tt27622496,8.2,78,George Nicholas,George Nicholas,"Manuel is a 16-year-old living in Tijuana, Mexico with his grandfather while his mom works in the U.S. When he meets a girl, he sees an opportunity to assert his independence, but what he doesn't know about her will push him to the limit.",,Límite
tt9701542,,,,,,,Before the Show
tt32306491,,,Cathy Camarillo,Ellis Catrina,,,"Chances Are, You and I"
tt2933204,,,,,,,Jackpot
tt8281002,,8,,,,,Heute ist kein Freitag
tt11502958,,53,,,,,El ingrediente
tt4150492,,,,,,,Broken Landscape
tt1527629,8.5,,Becky Lane,Becky Lane,"Raised by her two Moms, Young Hanna has always known there are all types of families. But she's never thought about the logistics of it all until her friend Marco explains the process of creating chicks from eggs. Soon after, an educational trip through cyberspace has Hanna asking, 'Who's MY rooster?'",,Hens and Chicks
tt6484260,7.1,,Kieran Wheeler,Kieran Wheeler,A young man gets hazed at a construction site. Then it spirals out of control.,,Through the Haze
tt16971540,,,Olowajaiye Michael,Olowajaiye Michael,,,A Perfect Past
tt3333112,,,Kendall Bryant Jr.,Anja Claire Lambley-Steel,"This is the story of a young Sasha Kennedy engaging the questions Is it worth it to value myself? Can I pursue my dreams? Bravely, though perhaps hesitant at times, Sasha Kennedy begins to face these questions. In the process she becomes to realize that sometimes our dreams actually pursue us. Can you see the signs?",,It's About Time
tt29371884,,100,Mb Vijay Kumar,Praveen Kumar,,,"Kisan Credit Card, KCC"
tt3781462,,100,Layon Gray,Layon Gray,"The triumphs and tragedy of the Egyptian queen, Cleopatra updated to modern times and set against the gritty backdrop of New York.",,Cleopatra
tt4437878,6.8,,Kelly Cox,Kelly Cox,"Big Dream follows the intimate stories of seven young women who are breaking barriers and overcoming personal challenges to follow their passion in science, math, computing & engineering.",,Big Dream
tt11928696,6.1,,Shunsuke Kariyama,Noriaki Sugihara,"Kaede and Hisano form a club. When Hisano vanishes, Kaede throws himself into bringing change to the club.",,"Blue, Painful and Brittle"
tt14432046,,,,,,,There Will Be Pixels
tt2842524,,,,,,,The Last Day
tt11766938,,,Katie Sicking,Katie Sicking,,,Live from My Roommate's Room When He's Not Home
tt5218214,,92,,,,,Page Me to Hell
